Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0800,Domestic Violence / Emotional Abuse,Is your appearance controlled or dictated by someone else in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0800,Domestic Violence / Emotional Abuse,Is your appearance controlled or dictated by someone else in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0801,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0801,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0801,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0802,Domestic Violence / Emotional Abuse,Have you been denied food during a disagreement in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0802,Domestic Violence / Emotional Abuse,Have you been denied food during a disagreement in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0802,Domestic Violence / Emotional Abuse,Have you been denied food during a disagreement in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0803,Domestic Violence / Financial Abuse,Have you been denied food during a disagreement due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0803,Domestic Violence / Financial Abuse,Have you been denied food during a disagreement due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0803,Domestic Violence / Financial Abuse,Have you been denied food during a disagreement due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0804,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0804,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0804,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0805,Domestic Violence / Emotional Abuse,Have you been denied food during a disagreement repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0805,Domestic Violence / Emotional Abuse,Have you been denied food during a disagreement repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0805,Domestic Violence / Emotional Abuse,Have you been denied food during a disagreement repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0806,Domestic Violence / Financial Abuse,Have you been denied food during a disagreement without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0806,Domestic Violence / Financial Abuse,Have you been denied food during a disagreement without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0806,Domestic Violence / Financial Abuse,Have you been denied food during a disagreement without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0807,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0807,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0807,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0808,Domestic Violence / Emotional Abuse,Have you been denied food during a disagreement as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0808,Domestic Violence / Emotional Abuse,Have you been denied food during a disagreement as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0808,Domestic Violence / Emotional Abuse,Have you been denied food during a disagreement as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0809,Domestic Violence / Financial Abuse,Have you been denied food during a disagreement during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0809,Domestic Violence / Financial Abuse,Have you been denied food during a disagreement during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0809,Domestic Violence / Financial Abuse,Have you been denied food during a disagreement during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0810,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0810,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0810,Domestic Violence / Physical Abuse,Have you been denied food during a disagreement in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0811,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0811,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0811,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0812,Domestic Violence / Financial Abuse,Has anyone damaged your personal belongings in anger in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0812,Domestic Violence / Financial Abuse,Has anyone damaged your personal belongings in anger in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0812,Domestic Violence / Financial Abuse,Has anyone damaged your personal belongings in anger in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0813,Domestic Violence / Physical Abuse,Has anyone damaged your personal belongings in anger due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0813,Domestic Violence / Physical Abuse,Has anyone damaged your personal belongings in anger due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0813,Domestic Violence / Physical Abuse,Has anyone damaged your personal belongings in anger due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0814,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0814,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0814,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0815,Domestic Violence / Financial Abuse,Has anyone damaged your personal belongings in anger repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0815,Domestic Violence / Financial Abuse,Has anyone damaged your personal belongings in anger repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0815,Domestic Violence / Financial Abuse,Has anyone damaged your personal belongings in anger repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0816,Domestic Violence / Physical Abuse,Has anyone damaged your personal belongings in anger without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0816,Domestic Violence / Physical Abuse,Has anyone damaged your personal belongings in anger without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0816,Domestic Violence / Physical Abuse,Has anyone damaged your personal belongings in anger without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0817,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0817,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0817,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0818,Domestic Violence / Financial Abuse,Has anyone damaged your personal belongings in anger as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0818,Domestic Violence / Financial Abuse,Has anyone damaged your personal belongings in anger as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0818,Domestic Violence / Financial Abuse,Has anyone damaged your personal belongings in anger as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0819,Domestic Violence / Physical Abuse,Has anyone damaged your personal belongings in anger during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0819,Domestic Violence / Physical Abuse,Has anyone damaged your personal belongings in anger during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0819,Domestic Violence / Physical Abuse,Has anyone damaged your personal belongings in anger during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0820,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0820,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0820,Domestic Violence / Emotional Abuse,Has anyone damaged your personal belongings in anger in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0821,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0821,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0821,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0822,Domestic Violence / Physical Abuse,Do you avoid speaking to avoid triggering someone's anger in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0822,Domestic Violence / Physical Abuse,Do you avoid speaking to avoid triggering someone's anger in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0822,Domestic Violence / Physical Abuse,Do you avoid speaking to avoid triggering someone's anger in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0823,Domestic Violence / Emotional Abuse,Do you avoid speaking to avoid triggering someone's anger due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0823,Domestic Violence / Emotional Abuse,Do you avoid speaking to avoid triggering someone's anger due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0823,Domestic Violence / Emotional Abuse,Do you avoid speaking to avoid triggering someone's anger due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0824,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0824,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0824,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0825,Domestic Violence / Physical Abuse,Do you avoid speaking to avoid triggering someone's anger repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0825,Domestic Violence / Physical Abuse,Do you avoid speaking to avoid triggering someone's anger repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0825,Domestic Violence / Physical Abuse,Do you avoid speaking to avoid triggering someone's anger repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0826,Domestic Violence / Emotional Abuse,Do you avoid speaking to avoid triggering someone's anger without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0826,Domestic Violence / Emotional Abuse,Do you avoid speaking to avoid triggering someone's anger without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0826,Domestic Violence / Emotional Abuse,Do you avoid speaking to avoid triggering someone's anger without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0827,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0827,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0827,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0828,Domestic Violence / Physical Abuse,Do you avoid speaking to avoid triggering someone's anger as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0828,Domestic Violence / Physical Abuse,Do you avoid speaking to avoid triggering someone's anger as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0828,Domestic Violence / Physical Abuse,Do you avoid speaking to avoid triggering someone's anger as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0829,Domestic Violence / Emotional Abuse,Do you avoid speaking to avoid triggering someone's anger during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0829,Domestic Violence / Emotional Abuse,Do you avoid speaking to avoid triggering someone's anger during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0829,Domestic Violence / Emotional Abuse,Do you avoid speaking to avoid triggering someone's anger during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0830,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0830,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0830,Domestic Violence / Financial Abuse,Do you avoid speaking to avoid triggering someone's anger in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0831,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0831,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0831,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0832,Domestic Violence / Emotional Abuse,Have you been blamed for financial issues beyond your control in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0832,Domestic Violence / Emotional Abuse,Have you been blamed for financial issues beyond your control in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0832,Domestic Violence / Emotional Abuse,Have you been blamed for financial issues beyond your control in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0833,Domestic Violence / Financial Abuse,Have you been blamed for financial issues beyond your control due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0833,Domestic Violence / Financial Abuse,Have you been blamed for financial issues beyond your control due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0833,Domestic Violence / Financial Abuse,Have you been blamed for financial issues beyond your control due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0834,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0834,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0834,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0835,Domestic Violence / Emotional Abuse,Have you been blamed for financial issues beyond your control repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0835,Domestic Violence / Emotional Abuse,Have you been blamed for financial issues beyond your control repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0835,Domestic Violence / Emotional Abuse,Have you been blamed for financial issues beyond your control repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0836,Domestic Violence / Financial Abuse,Have you been blamed for financial issues beyond your control without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0836,Domestic Violence / Financial Abuse,Have you been blamed for financial issues beyond your control without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0836,Domestic Violence / Financial Abuse,Have you been blamed for financial issues beyond your control without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0837,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0837,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0837,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0838,Domestic Violence / Emotional Abuse,Have you been blamed for financial issues beyond your control as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0838,Domestic Violence / Emotional Abuse,Have you been blamed for financial issues beyond your control as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0838,Domestic Violence / Emotional Abuse,Have you been blamed for financial issues beyond your control as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0839,Domestic Violence / Financial Abuse,Have you been blamed for financial issues beyond your control during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0839,Domestic Violence / Financial Abuse,Have you been blamed for financial issues beyond your control during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0839,Domestic Violence / Financial Abuse,Have you been blamed for financial issues beyond your control during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0840,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0840,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0840,Domestic Violence / Physical Abuse,Have you been blamed for financial issues beyond your control in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0841,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0841,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0841,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0842,Domestic Violence / Financial Abuse,Has your partner ever threatened to abandon you in public in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0842,Domestic Violence / Financial Abuse,Has your partner ever threatened to abandon you in public in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0842,Domestic Violence / Financial Abuse,Has your partner ever threatened to abandon you in public in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0843,Domestic Violence / Physical Abuse,Has your partner ever threatened to abandon you in public due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0843,Domestic Violence / Physical Abuse,Has your partner ever threatened to abandon you in public due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0843,Domestic Violence / Physical Abuse,Has your partner ever threatened to abandon you in public due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0844,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0844,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0844,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0845,Domestic Violence / Financial Abuse,Has your partner ever threatened to abandon you in public repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0845,Domestic Violence / Financial Abuse,Has your partner ever threatened to abandon you in public repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0845,Domestic Violence / Financial Abuse,Has your partner ever threatened to abandon you in public repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0846,Domestic Violence / Physical Abuse,Has your partner ever threatened to abandon you in public without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0846,Domestic Violence / Physical Abuse,Has your partner ever threatened to abandon you in public without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0846,Domestic Violence / Physical Abuse,Has your partner ever threatened to abandon you in public without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0847,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0847,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0847,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0848,Domestic Violence / Financial Abuse,Has your partner ever threatened to abandon you in public as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0848,Domestic Violence / Financial Abuse,Has your partner ever threatened to abandon you in public as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0848,Domestic Violence / Financial Abuse,Has your partner ever threatened to abandon you in public as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0849,Domestic Violence / Physical Abuse,Has your partner ever threatened to abandon you in public during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0849,Domestic Violence / Physical Abuse,Has your partner ever threatened to abandon you in public during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0849,Domestic Violence / Physical Abuse,Has your partner ever threatened to abandon you in public during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0850,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0850,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0850,Domestic Violence / Emotional Abuse,Has your partner ever threatened to abandon you in public in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0851,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0851,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0851,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0852,Domestic Violence / Physical Abuse,Do you hide your income or savings to avoid it being taken in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0852,Domestic Violence / Physical Abuse,Do you hide your income or savings to avoid it being taken in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0852,Domestic Violence / Physical Abuse,Do you hide your income or savings to avoid it being taken in the past year?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0853,Domestic Violence / Emotional Abuse,Do you hide your income or savings to avoid it being taken due to family pressure?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0853,Domestic Violence / Emotional Abuse,Do you hide your income or savings to avoid it being taken due to family pressure?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0853,Domestic Violence / Emotional Abuse,Do you hide your income or savings to avoid it being taken due to family pressure?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0854,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken by someone you trust?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0854,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken by someone you trust?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0854,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken by someone you trust?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0855,Domestic Violence / Physical Abuse,Do you hide your income or savings to avoid it being taken repeatedly?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0855,Domestic Violence / Physical Abuse,Do you hide your income or savings to avoid it being taken repeatedly?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0855,Domestic Violence / Physical Abuse,Do you hide your income or savings to avoid it being taken repeatedly?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0856,Domestic Violence / Emotional Abuse,Do you hide your income or savings to avoid it being taken without explanation?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0856,Domestic Violence / Emotional Abuse,Do you hide your income or savings to avoid it being taken without explanation?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0856,Domestic Violence / Emotional Abuse,Do you hide your income or savings to avoid it being taken without explanation?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0857,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken within your household?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0857,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken within your household?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0857,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken within your household?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0858,Domestic Violence / Physical Abuse,Do you hide your income or savings to avoid it being taken as a pattern of behavior?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0858,Domestic Violence / Physical Abuse,Do you hide your income or savings to avoid it being taken as a pattern of behavior?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0858,Domestic Violence / Physical Abuse,Do you hide your income or savings to avoid it being taken as a pattern of behavior?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0859,Domestic Violence / Emotional Abuse,Do you hide your income or savings to avoid it being taken during pregnancy?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0859,Domestic Violence / Emotional Abuse,Do you hide your income or savings to avoid it being taken during pregnancy?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0859,Domestic Violence / Emotional Abuse,Do you hide your income or savings to avoid it being taken during pregnancy?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0860,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken in front of children?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0860,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken in front of children?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0860,Domestic Violence / Financial Abuse,Do you hide your income or savings to avoid it being taken in front of children?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0861,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0861,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0861,Domestic Violence / Physical Abuse,Have you ever been forced to justify every expense you make,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0862,Domestic Violence / Emotional Abuse,Have you ever been forced to justify every expense you make in the past year?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0862,Domestic Violence / Emotional Abuse,Have you ever been forced to justify every expense you make in the past year?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
