Question ID,Category,Question,Answer,Answer Meaning,Patient Status,Target
Q0822,Stress and Anxiety Management,How much does stress make you feel overwhelmed?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0822,Stress and Anxiety Management,How much does stress make you feel overwhelmed?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0823,Stress and Anxiety Management,Does this significantly impact you: do you practice cognitive behavioral techniques?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0823,Stress and Anxiety Management,Does this significantly impact you: do you practice cognitive behavioral techniques?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0823,Stress and Anxiety Management,Does this significantly impact you: do you practice cognitive behavioral techniques?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0824,Stress and Anxiety Management,How often do you have sudden episodes of intense fear?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0824,Stress and Anxiety Management,How often do you have sudden episodes of intense fear?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0824,Stress and Anxiety Management,How often do you have sudden episodes of intense fear?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0825,Stress and Anxiety Management,Is it difficult to control your worrying?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0825,Stress and Anxiety Management,Is it difficult to control your worrying?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0825,Stress and Anxiety Management,Is it difficult to control your worrying?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0826,Stress and Anxiety Management,"Over the past few months, are you anxious about being judged by others?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0826,Stress and Anxiety Management,"Over the past few months, are you anxious about being judged by others?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0826,Stress and Anxiety Management,"Over the past few months, are you anxious about being judged by others?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0827,Stress and Anxiety Management,How much do you feel dizzy or lightheaded?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0827,Stress and Anxiety Management,How much do you feel dizzy or lightheaded?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0827,Stress and Anxiety Management,How much do you feel dizzy or lightheaded?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0828,Stress and Anxiety Management,"In your daily life, do you practice cognitive behavioral techniques?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0828,Stress and Anxiety Management,"In your daily life, do you practice cognitive behavioral techniques?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0828,Stress and Anxiety Management,"In your daily life, do you practice cognitive behavioral techniques?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0829,Stress and Anxiety Management,How much do you practice relaxation exercises?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0829,Stress and Anxiety Management,How much do you practice relaxation exercises?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0829,Stress and Anxiety Management,How much do you practice relaxation exercises?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0830,Stress and Anxiety Management,"In the past month, do you withdraw from others when stressed?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0830,Stress and Anxiety Management,"In the past month, do you withdraw from others when stressed?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0830,Stress and Anxiety Management,"In the past month, do you withdraw from others when stressed?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0831,Stress and Anxiety Management,"In the past month, do you fear public speaking?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0831,Stress and Anxiety Management,"In the past month, do you fear public speaking?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0831,Stress and Anxiety Management,"In the past month, do you fear public speaking?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0832,Stress and Anxiety Management,"Recently, do you practice mindfulness or meditation?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0832,Stress and Anxiety Management,"Recently, do you practice mindfulness or meditation?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0832,Stress and Anxiety Management,"Recently, do you practice mindfulness or meditation?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0833,Stress and Anxiety Management,How much do you have healthy stress management techniques?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0833,Stress and Anxiety Management,How much do you have healthy stress management techniques?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0833,Stress and Anxiety Management,How much do you have healthy stress management techniques?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0834,Stress and Anxiety Management,To what extent do you avoid social gatherings?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0834,Stress and Anxiety Management,To what extent do you avoid social gatherings?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0834,Stress and Anxiety Management,To what extent do you avoid social gatherings?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0835,Stress and Anxiety Management,"During difficult times, do phobias limit your daily activities?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0835,Stress and Anxiety Management,"During difficult times, do phobias limit your daily activities?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0835,Stress and Anxiety Management,"During difficult times, do phobias limit your daily activities?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0836,Stress and Anxiety Management,"In the past week, do you feel anxious or nervous frequently?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0836,Stress and Anxiety Management,"In the past week, do you feel anxious or nervous frequently?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0836,Stress and Anxiety Management,"In the past week, do you feel anxious or nervous frequently?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0837,Stress and Anxiety Management,"Regarding your mental health, do you wake up frequently during the night?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0837,Stress and Anxiety Management,"Regarding your mental health, do you wake up frequently during the night?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0837,Stress and Anxiety Management,"Regarding your mental health, do you wake up frequently during the night?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0838,Stress and Anxiety Management,To what degree do you fear public speaking?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0838,Stress and Anxiety Management,To what degree do you fear public speaking?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0838,Stress and Anxiety Management,To what degree do you fear public speaking?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0839,Stress and Anxiety Management,"When facing challenges, during panic attacks, do you fear dying?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0839,Stress and Anxiety Management,"When facing challenges, during panic attacks, do you fear dying?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0839,Stress and Anxiety Management,"When facing challenges, during panic attacks, do you fear dying?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0840,Stress and Anxiety Management,"Recently, do you feel dizzy or lightheaded?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0840,Stress and Anxiety Management,"Recently, do you feel dizzy or lightheaded?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0840,Stress and Anxiety Management,"Recently, do you feel dizzy or lightheaded?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0841,Stress and Anxiety Management,To what degree can you ask for help when needed?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0841,Stress and Anxiety Management,To what degree can you ask for help when needed?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0841,Stress and Anxiety Management,To what degree can you ask for help when needed?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0842,Stress and Anxiety Management,"When facing challenges, do you have difficulty falling asleep?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0842,Stress and Anxiety Management,"When facing challenges, do you have difficulty falling asleep?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0842,Stress and Anxiety Management,"When facing challenges, do you have difficulty falling asleep?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0843,Stress and Anxiety Management,"In the past week, do you set boundaries to manage stress?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0843,Stress and Anxiety Management,"In the past week, do you set boundaries to manage stress?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0843,Stress and Anxiety Management,"In the past week, do you set boundaries to manage stress?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0844,Stress and Anxiety Management,How severely do you have intense fears of specific things?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0844,Stress and Anxiety Management,How severely do you have intense fears of specific things?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0844,Stress and Anxiety Management,How severely do you have intense fears of specific things?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0845,Stress and Anxiety Management,"In the past month, do you take breaks during stressful periods?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0845,Stress and Anxiety Management,"In the past month, do you take breaks during stressful periods?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0845,Stress and Anxiety Management,"In the past month, do you take breaks during stressful periods?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0846,Stress and Anxiety Management,To what degree do you have difficulty making decisions?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0846,Stress and Anxiety Management,To what degree do you have difficulty making decisions?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0846,Stress and Anxiety Management,To what degree do you have difficulty making decisions?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0847,Stress and Anxiety Management,Would you say do you take breaks during stressful periods?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0847,Stress and Anxiety Management,Would you say do you take breaks during stressful periods?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0847,Stress and Anxiety Management,Would you say do you take breaks during stressful periods?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0848,Stress and Anxiety Management,"Recently, do you have frequent headaches?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0848,Stress and Anxiety Management,"Recently, do you have frequent headaches?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0848,Stress and Anxiety Management,"Recently, do you have frequent headaches?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0849,Stress and Anxiety Management,How severely do you have racing thoughts?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0849,Stress and Anxiety Management,How severely do you have racing thoughts?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0849,Stress and Anxiety Management,How severely do you have racing thoughts?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0850,Stress and Anxiety Management,"Recently, do you wake up frequently during the night?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0850,Stress and Anxiety Management,"Recently, do you wake up frequently during the night?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0850,Stress and Anxiety Management,"Recently, do you wake up frequently during the night?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0851,Stress and Anxiety Management,"In general, do you have trouble focusing?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0851,Stress and Anxiety Management,"In general, do you have trouble focusing?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0851,Stress and Anxiety Management,"In general, do you have trouble focusing?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0852,Stress and Anxiety Management,"In the past month, do you practice relaxation exercises?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0852,Stress and Anxiety Management,"In the past month, do you practice relaxation exercises?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0852,Stress and Anxiety Management,"In the past month, do you practice relaxation exercises?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0853,Stress and Anxiety Management,Do you have a support system?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0853,Stress and Anxiety Management,Do you have a support system?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0853,Stress and Anxiety Management,Do you have a support system?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0854,Stress and Anxiety Management,"Over the past few months, do you experience sweating without physical exertion?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0854,Stress and Anxiety Management,"Over the past few months, do you experience sweating without physical exertion?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0854,Stress and Anxiety Management,"Over the past few months, do you experience sweating without physical exertion?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0855,Stress and Anxiety Management,"Over the past few months, do you engage in physical exercise?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0855,Stress and Anxiety Management,"Over the past few months, do you engage in physical exercise?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0855,Stress and Anxiety Management,"Over the past few months, do you engage in physical exercise?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0856,Stress and Anxiety Management,To what extent does anxiety interfere with daily activities?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0856,Stress and Anxiety Management,To what extent does anxiety interfere with daily activities?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0856,Stress and Anxiety Management,To what extent does anxiety interfere with daily activities?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0857,Stress and Anxiety Management,"In the past week, do phobias limit your daily activities?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0857,Stress and Anxiety Management,"In the past week, do phobias limit your daily activities?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0857,Stress and Anxiety Management,"In the past week, do phobias limit your daily activities?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0858,Stress and Anxiety Management,"How severely during panic attacks, do you fear dying?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0858,Stress and Anxiety Management,"How severely during panic attacks, do you fear dying?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0858,Stress and Anxiety Management,"How severely during panic attacks, do you fear dying?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0859,Stress and Anxiety Management,"Recently, does anxiety affect your sleep quality?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0859,Stress and Anxiety Management,"Recently, does anxiety affect your sleep quality?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0859,Stress and Anxiety Management,"Recently, does anxiety affect your sleep quality?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0860,Stress and Anxiety Management,"In general, can you ask for help when needed?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0860,Stress and Anxiety Management,"In general, can you ask for help when needed?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0860,Stress and Anxiety Management,"In general, can you ask for help when needed?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0861,Stress and Anxiety Management,Would you say do you have racing thoughts at night?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0861,Stress and Anxiety Management,Would you say do you have racing thoughts at night?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0861,Stress and Anxiety Management,Would you say do you have racing thoughts at night?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0862,Stress and Anxiety Management,"In the past month, do you have difficulty concentrating under stress?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0862,Stress and Anxiety Management,"In the past month, do you have difficulty concentrating under stress?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0862,Stress and Anxiety Management,"In the past month, do you have difficulty concentrating under stress?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0863,Stress and Anxiety Management,Have anxiety medications been helpful?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0863,Stress and Anxiety Management,Have anxiety medications been helpful?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0863,Stress and Anxiety Management,Have anxiety medications been helpful?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0864,Stress and Anxiety Management,"In the past month, do you have sudden episodes of intense fear?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0864,Stress and Anxiety Management,"In the past month, do you have sudden episodes of intense fear?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0864,Stress and Anxiety Management,"In the past month, do you have sudden episodes of intense fear?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0865,Stress and Anxiety Management,"Over the past few months, do you wake up frequently during the night?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0865,Stress and Anxiety Management,"Over the past few months, do you wake up frequently during the night?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0865,Stress and Anxiety Management,"Over the past few months, do you wake up frequently during the night?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0866,Stress and Anxiety Management,"When facing challenges, have anxiety medications been helpful?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0866,Stress and Anxiety Management,"When facing challenges, have anxiety medications been helpful?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0866,Stress and Anxiety Management,"When facing challenges, have anxiety medications been helpful?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0867,Stress and Anxiety Management,How often do you wake up frequently during the night?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0867,Stress and Anxiety Management,How often do you wake up frequently during the night?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0867,Stress and Anxiety Management,How often do you wake up frequently during the night?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0868,Stress and Anxiety Management,"In the past week, do you have racing thoughts at night?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0868,Stress and Anxiety Management,"In the past week, do you have racing thoughts at night?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0868,Stress and Anxiety Management,"In the past week, do you have racing thoughts at night?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0869,Stress and Anxiety Management,"Regarding your mental health, do you have a support system?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0869,Stress and Anxiety Management,"Regarding your mental health, do you have a support system?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0869,Stress and Anxiety Management,"Regarding your mental health, do you have a support system?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0870,Stress and Anxiety Management,How much do you have frequent headaches?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0870,Stress and Anxiety Management,How much do you have frequent headaches?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0870,Stress and Anxiety Management,How much do you have frequent headaches?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0871,Stress and Anxiety Management,"Recently, do you feel anxious or nervous frequently?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0871,Stress and Anxiety Management,"Recently, do you feel anxious or nervous frequently?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0871,Stress and Anxiety Management,"Recently, do you feel anxious or nervous frequently?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0872,Stress and Anxiety Management,"Over the past few months, does anxiety affect your sleep quality?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0872,Stress and Anxiety Management,"Over the past few months, does anxiety affect your sleep quality?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0872,Stress and Anxiety Management,"Over the past few months, does anxiety affect your sleep quality?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0873,Stress and Anxiety Management,"When facing challenges, do you have difficulty concentrating under stress?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0873,Stress and Anxiety Management,"When facing challenges, do you have difficulty concentrating under stress?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0873,Stress and Anxiety Management,"When facing challenges, do you have difficulty concentrating under stress?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0874,Stress and Anxiety Management,"In general, do you maintain a healthy work-life balance?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0874,Stress and Anxiety Management,"In general, do you maintain a healthy work-life balance?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0874,Stress and Anxiety Management,"In general, do you maintain a healthy work-life balance?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0875,Stress and Anxiety Management,"In the past month, do phobias limit your daily activities?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0875,Stress and Anxiety Management,"In the past month, do phobias limit your daily activities?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0875,Stress and Anxiety Management,"In the past month, do phobias limit your daily activities?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0876,Stress and Anxiety Management,"In general, do you worry about multiple things at once?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0876,Stress and Anxiety Management,"In general, do you worry about multiple things at once?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0876,Stress and Anxiety Management,"In general, do you worry about multiple things at once?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0877,Stress and Anxiety Management,Does this significantly impact you: do you avoid social gatherings?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0877,Stress and Anxiety Management,Does this significantly impact you: do you avoid social gatherings?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0877,Stress and Anxiety Management,Does this significantly impact you: do you avoid social gatherings?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0878,Stress and Anxiety Management,How often do you practice relaxation exercises?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0878,Stress and Anxiety Management,How often do you practice relaxation exercises?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0878,Stress and Anxiety Management,How often do you practice relaxation exercises?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0879,Stress and Anxiety Management,"During difficult times, do you have trouble focusing?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0879,Stress and Anxiety Management,"During difficult times, do you have trouble focusing?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0879,Stress and Anxiety Management,"During difficult times, do you have trouble focusing?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0880,Stress and Anxiety Management,"Regarding your mental health, do you feel rested after sleeping?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0880,Stress and Anxiety Management,"Regarding your mental health, do you feel rested after sleeping?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0880,Stress and Anxiety Management,"Regarding your mental health, do you feel rested after sleeping?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0881,Stress and Anxiety Management,How often do you engage in physical exercise?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0881,Stress and Anxiety Management,How often do you engage in physical exercise?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0881,Stress and Anxiety Management,How often do you engage in physical exercise?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0882,Stress and Anxiety Management,Would you say are you currently receiving treatment for anxiety?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0882,Stress and Anxiety Management,Would you say are you currently receiving treatment for anxiety?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0882,Stress and Anxiety Management,Would you say are you currently receiving treatment for anxiety?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0883,Stress and Anxiety Management,How often have you considered therapy for anxiety?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0883,Stress and Anxiety Management,How often have you considered therapy for anxiety?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0883,Stress and Anxiety Management,How often have you considered therapy for anxiety?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0884,Stress and Anxiety Management,"Regarding your mental health, do you avoid social gatherings?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0884,Stress and Anxiety Management,"Regarding your mental health, do you avoid social gatherings?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0884,Stress and Anxiety Management,"Regarding your mental health, do you avoid social gatherings?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0885,Stress and Anxiety Management,Do you forget things more than usual?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0885,Stress and Anxiety Management,Do you forget things more than usual?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0885,Stress and Anxiety Management,Do you forget things more than usual?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0886,Stress and Anxiety Management,"Regarding your mental health, are you dealing with major life changes?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0886,Stress and Anxiety Management,"Regarding your mental health, are you dealing with major life changes?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0886,Stress and Anxiety Management,"Regarding your mental health, are you dealing with major life changes?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0887,Stress and Anxiety Management,How much do financial concerns cause you stress?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0887,Stress and Anxiety Management,How much do financial concerns cause you stress?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0887,Stress and Anxiety Management,How much do financial concerns cause you stress?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0888,Stress and Anxiety Management,"Recently, do you talk to others about your stress?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0888,Stress and Anxiety Management,"Recently, do you talk to others about your stress?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0888,Stress and Anxiety Management,"Recently, do you talk to others about your stress?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0889,Stress and Anxiety Management,How much do you use breathing techniques for anxiety?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0889,Stress and Anxiety Management,How much do you use breathing techniques for anxiety?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0889,Stress and Anxiety Management,How much do you use breathing techniques for anxiety?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0890,Stress and Anxiety Management,"In general, are relationship problems stressing you?",0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0890,Stress and Anxiety Management,"In general, are relationship problems stressing you?",1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0890,Stress and Anxiety Management,"In general, are relationship problems stressing you?",2,Uncertain - Further assessment needed,Further Session Needed,2
Q0891,Stress and Anxiety Management,How severely do you withdraw from others when stressed?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0891,Stress and Anxiety Management,How severely do you withdraw from others when stressed?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0891,Stress and Anxiety Management,How severely do you withdraw from others when stressed?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0892,Stress and Anxiety Management,How much do you feel overwhelmed by responsibilities?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0892,Stress and Anxiety Management,How much do you feel overwhelmed by responsibilities?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0892,Stress and Anxiety Management,How much do you feel overwhelmed by responsibilities?,2,Uncertain - Further assessment needed,Further Session Needed,2
Q0893,Stress and Anxiety Management,Does this significantly impact you: are you currently receiving treatment for anxiety?,0,No - Patient is safe/stable,Stable - No abuse indicators,1
Q0893,Stress and Anxiety Management,Does this significantly impact you: are you currently receiving treatment for anxiety?,1,Yes - Patient in danger/unstable,Not Stable - Abuse indicators present,0
Q0893,Stress and Anxiety Management,Does this significantly impact you: are you currently receiving treatment for anxiety?,2,Uncertain - Further assessment needed,Further Session Needed,2
